chr	start	end	strand	ens_id	description	symbol	miRBase_ID
chr8	93029751	93029839	+	ENSG00000277063	microRNA 8084 [Source:HGNC Symbol;Acc:HGNC:50075]	MIR8084	hsa-mir-8084
chr8	93916022	93916119	-	ENSG00000284288	microRNA 378d-2 [Source:HGNC Symbol;Acc:HGNC:41797]	MIR378D2	hsa-mir-378d-2
chr8	95072914	95072993	+	ENSG00000283522	microRNA 3150a [Source:HGNC Symbol;Acc:HGNC:38362]	MIR3150A	hsa-mir-3150a
chr8	99536636	99536730	-	ENSG00000207804	microRNA 599 [Source:HGNC Symbol;Acc:HGNC:32855]	MIR599	hsa-mir-599
chr8	99536786	99536861	-	ENSG00000216069	microRNA 875 [Source:HGNC Symbol;Acc:HGNC:33652]	MIR875	hsa-mir-875
chr8	100023982	100024084	-	ENSG00000221753	microRNA 1273a [Source:HGNC Symbol;Acc:HGNC:35340]	MIR1273A	hsa-mir-1273a
chr8	100382763	100382845	+	ENSG00000265599	microRNA 4471 [Source:HGNC Symbol;Acc:HGNC:41657]	MIR4471	hsa-mir-4471
chr8	100702968	100703024	-	ENSG00000284570	microRNA 7705 [Source:HGNC Symbol;Acc:HGNC:50143]	MIR7705	hsa-mir-7705
chr8	102125432	102125515	+	ENSG00000266756	microRNA 5680 [Source:HGNC Symbol;Acc:HGNC:43492]	MIR5680	hsa-mir-5680
chr8	103154614	103154689	+	ENSG00000265657	microRNA 3151 [Source:HGNC Symbol;Acc:HGNC:38266]	MIR3151	hsa-mir-3151
chr8	104484369	104484465	-	ENSG00000208032	microRNA 548a-3 [Source:HGNC Symbol;Acc:HGNC:32798]	MIR548A3	hsa-mir-548a-3
chr8	112643493	112643583	+	ENSG00000238399	microRNA 2053 [Source:HGNC Symbol;Acc:HGNC:37069]	MIR2053	hsa-mir-2053
chr8	116874728	116874800	-	ENSG00000283956	microRNA 3610 [Source:HGNC Symbol;Acc:HGNC:38942]	MIR3610	hsa-mir-3610
chr8	119325171	119325265	+	ENSG00000276479	microRNA 548az [Source:HGNC Symbol;Acc:HGNC:49981]	MIR548AZ	hsa-mir-548az
chr8	123215788	123215863	-	ENSG00000266324	microRNA 4663 [Source:HGNC Symbol;Acc:HGNC:41623]	MIR4663	hsa-mir-4663
chr8	124508515	124508576	-	ENSG00000284087	microRNA 6844 [Source:HGNC Symbol;Acc:HGNC:50135]	MIR6844	hsa-mir-6844
chr8	124821978	124822058	-	ENSG00000263735	microRNA 4662b [Source:HGNC Symbol;Acc:HGNC:41607]	MIR4662B	hsa-mir-4662b
chr8	124821985	124822051	+	ENSG00000283609	microRNA 4662a [Source:HGNC Symbol;Acc:HGNC:41826]	MIR4662A	hsa-mir-4662a
chr8	127795962	127796028	+	ENSG00000283710	microRNA 1204 [Source:HGNC Symbol;Acc:HGNC:37059]	MIR1204	hsa-mir-1204
chr8	127960633	127960695	+	ENSG00000221771	microRNA 1205 [Source:HGNC Symbol;Acc:HGNC:35271]	MIR1205	hsa-mir-1205
chr8	128008898	128008956	+	ENSG00000283200	microRNA 1206 [Source:HGNC Symbol;Acc:HGNC:35272]	MIR1206	hsa-mir-1206
chr8	128049152	128049238	+	ENSG00000221176	microRNA 1207 [Source:HGNC Symbol;Acc:HGNC:35273]	MIR1207	hsa-mir-1207
chr8	128150116	128150188	+	ENSG00000221261	microRNA 1208 [Source:HGNC Symbol;Acc:HGNC:35274]	MIR1208	hsa-mir-1208
chr8	129484057	129484142	-	ENSG00000263763	microRNA 3686 [Source:HGNC Symbol;Acc:HGNC:38887]	MIR3686	hsa-mir-3686
chr8	130008334	130008453	-	ENSG00000264653	microRNA 5194 [Source:HGNC Symbol;Acc:HGNC:43498]	MIR5194	hsa-mir-5194
chr8	133046481	133046581	-	ENSG00000276961	microRNA 7848 [Source:HGNC Symbol;Acc:HGNC:50058]	MIR7848	hsa-mir-7848
chr8	134800520	134800607	-	ENSG00000207582	microRNA 30b [Source:HGNC Symbol;Acc:HGNC:31625]	MIR30B	hsa-mir-30b
chr8	134804876	134804945	-	ENSG00000199153	microRNA 30d [Source:HGNC Symbol;Acc:HGNC:31628]	MIR30D	hsa-mir-30d
chr8	140732564	140732653	-	ENSG00000254324	microRNA 151a [Source:HGNC Symbol;Acc:HGNC:31762]	MIR151A	hsa-mir-151a
chr8	141786242	141786313	-	ENSG00000221768	microRNA 1302-7 [Source:HGNC Symbol;Acc:HGNC:35299]	MIR1302-7	hsa-mir-1302-7
chr8	142176339	142176418	+	ENSG00000265247	microRNA 4472-1 [Source:HGNC Symbol;Acc:HGNC:41644]	MIR4472-1	hsa-mir-4472-1
chr8	143733083	143733153	-	ENSG00000265660	microRNA 4664 [Source:HGNC Symbol;Acc:HGNC:41777]	MIR4664	hsa-mir-4664
chr8	143812957	143813042	-	ENSG00000284224	microRNA 937 [Source:HGNC Symbol;Acc:HGNC:33680]	MIR937	hsa-mir-937
chr8	143837756	143837816	-	ENSG00000284142	microRNA 6845 [Source:HGNC Symbol;Acc:HGNC:49956]	MIR6845	hsa-mir-6845
chr8	143945191	143945279	-	ENSG00000207574	microRNA 661 [Source:HGNC Symbol;Acc:HGNC:32917]	MIR661	hsa-mir-661
chr8	144057321	144057380	-	ENSG00000277888	microRNA 6846 [Source:HGNC Symbol;Acc:HGNC:50026]	MIR6846	hsa-mir-6846
chr8	144079874	144079942	+	ENSG00000284200	microRNA 6847 [Source:HGNC Symbol;Acc:HGNC:50022]	MIR6847	hsa-mir-6847
chr8	144262673	144262737	-	ENSG00000284054	microRNA 7112 [Source:HGNC Symbol;Acc:HGNC:50149]	MIR7112	hsa-mir-7112
chr8	144317246	144317315	-	ENSG00000284229	microRNA 6848 [Source:HGNC Symbol;Acc:HGNC:50176]	MIR6848	hsa-mir-6848
chr8	144394149	144394230	-	ENSG00000284310	microRNA 939 [Source:HGNC Symbol;Acc:HGNC:33682]	MIR939	hsa-mir-939
chr8	144400086	144400165	-	ENSG00000284139	microRNA 1234 [Source:HGNC Symbol;Acc:HGNC:33926]	MIR1234	hsa-mir-1234
chr8	144400277	144400345	-	ENSG00000283770	microRNA 6849 [Source:HGNC Symbol;Acc:HGNC:49991]	MIR6849	hsa-mir-6849
chr8	144435551	144435619	-	ENSG00000276598	microRNA 6893 [Source:HGNC Symbol;Acc:HGNC:50130]	MIR6893	hsa-mir-6893
chr8	144791931	144791991	-	ENSG00000283764	microRNA 6850 [Source:HGNC Symbol;Acc:HGNC:50093]	MIR6850	hsa-mir-6850
chr9	4850297	4850375	+	ENSG00000199065	microRNA 101-2 [Source:HGNC Symbol;Acc:HGNC:31489]	MIR101-2	hsa-mir-101-2
chr9	6007826	6007904	+	ENSG00000263575	microRNA 4665 [Source:HGNC Symbol;Acc:HGNC:41696]	MIR4665	hsa-mir-4665
chr9	18573306	18573379	+	ENSG00000264638	microRNA 3152 [Source:HGNC Symbol;Acc:HGNC:38379]	MIR3152	hsa-mir-3152
chr9	20411148	20411238	-	ENSG00000263790	microRNA 4473 [Source:HGNC Symbol;Acc:HGNC:41540]	MIR4473	hsa-mir-4473
chr9	20502265	20502342	-	ENSG00000264941	microRNA 4474 [Source:HGNC Symbol;Acc:HGNC:41821]	MIR4474	hsa-mir-4474
chr9	20716105	20716188	+	ENSG00000207609	microRNA 491 [Source:HGNC Symbol;Acc:HGNC:32076]	MIR491	hsa-mir-491
chr9	21512115	21512185	-	ENSG00000199177	microRNA 31 [Source:HGNC Symbol;Acc:HGNC:31630]	MIR31	hsa-mir-31
chr9	28863626	28863706	-	ENSG00000215966	microRNA 876 [Source:HGNC Symbol;Acc:HGNC:33653]	MIR876	hsa-mir-876
chr9	28888879	28888955	-	ENSG00000215939	microRNA 873 [Source:HGNC Symbol;Acc:HGNC:33663]	MIR873	hsa-mir-873
chr9	33467869	33467935	-	ENSG00000275651	microRNA 6851 [Source:HGNC Symbol;Acc:HGNC:50083]	MIR6851	hsa-mir-6851
chr9	35608094	35608159	+	ENSG00000263892	microRNA 4667 [Source:HGNC Symbol;Acc:HGNC:41723]	MIR4667	hsa-mir-4667
chr9	35710676	35710741	-	ENSG00000284195	microRNA 6852 [Source:HGNC Symbol;Acc:HGNC:49993]	MIR6852	hsa-mir-6852
chr9	35732922	35732995	+	ENSG00000273945	microRNA 6853 [Source:HGNC Symbol;Acc:HGNC:49945]	MIR6853	hsa-mir-6853
chr9	36823539	36823599	-	ENSG00000266255	microRNA 4475 [Source:HGNC Symbol;Acc:HGNC:41697]	MIR4475	hsa-mir-4475
chr9	36864254	36864308	-	ENSG00000264922	microRNA 4540 [Source:HGNC Symbol;Acc:HGNC:41670]	MIR4540	hsa-mir-4540
chr9	36893462	36893531	-	ENSG00000265368	microRNA 4476 [Source:HGNC Symbol;Acc:HGNC:41793]	MIR4476	hsa-mir-4476
chr9	40929010	40929092	-	ENSG00000275377	microRNA 1299 [Source:HGNC Symbol;Acc:HGNC:35290]	MIR1299	hsa-mir-1299
chr9	70809975	70810084	-	ENSG00000207935	microRNA 204 [Source:HGNC Symbol;Acc:HGNC:31582]	MIR204	hsa-mir-204
chr9	83969748	83969857	-	ENSG00000284179	microRNA 7-1 [Source:HGNC Symbol;Acc:HGNC:31638]	MIR7-1	hsa-mir-7-1
chr9	88745836	88745905	-	ENSG00000265873	microRNA 4289 [Source:HGNC Symbol;Acc:HGNC:38278]	MIR4289	hsa-mir-4289
chr9	89312225	89312306	+	ENSG00000265112	microRNA 3153 [Source:HGNC Symbol;Acc:HGNC:38289]	MIR3153	hsa-mir-3153
chr9	90023441	90023535	-	ENSG00000263967	microRNA 4290 [Source:HGNC Symbol;Acc:HGNC:38360]	MIR4290	hsa-mir-4290
chr9	91636251	91636361	+	ENSG00000266855	microRNA 3910-1 [Source:HGNC Symbol;Acc:HGNC:38966]	MIR3910-1	hsa-mir-3910-1
chr9	91636264	91636345	-	ENSG00000283351	microRNA 3910-2 [Source:HGNC Symbol;Acc:HGNC:38952]	MIR3910-2	hsa-mir-3910-2
chr9	92292458	92292547	-	ENSG00000281156	microRNA 3651 [Source:HGNC Symbol;Acc:HGNC:38897]	MIR3651	hsa-mir-3651
chr9	92527984	92528058	-	ENSG00000264158	microRNA 4670 [Source:HGNC Symbol;Acc:HGNC:41862]	MIR4670	hsa-mir-4670
chr9	93594841	93594894	+	ENSG00000283146	microRNA 548au [Source:HGNC Symbol;Acc:HGNC:43483]	MIR548AU	hsa-mir-548au
chr9	93819357	93819421	+	ENSG00000265347	microRNA 4291 [Source:HGNC Symbol;Acc:HGNC:38267]	MIR4291	hsa-mir-4291
chr9	94175957	94176036	+	ENSG00000199165	microRNA let-7a-1 [Source:HGNC Symbol;Acc:HGNC:31476]	MIRLET7A1	hsa-let-7a-1
chr9	94176347	94176433	+	ENSG00000199072	microRNA let-7f-1 [Source:HGNC Symbol;Acc:HGNC:31483]	MIRLET7F1	hsa-let-7f-1
chr9	94178834	94178920	+	ENSG00000199133	microRNA let-7d [Source:HGNC Symbol;Acc:HGNC:31481]	MIRLET7D	hsa-let-7d
chr9	94809962	94810057	+	ENSG00000252153	microRNA 2278 [Source:HGNC Symbol;Acc:HGNC:37315]	MIR2278	hsa-mir-2278
chr9	95065350	95065446	+	ENSG00000274115	microRNA 6081 [Source:HGNC Symbol;Acc:HGNC:50151]	MIR6081	hsa-mir-6081
chr9	95085208	95085304	+	ENSG00000207563	microRNA 23b [Source:HGNC Symbol;Acc:HGNC:31606]	MIR23B	hsa-mir-23b
chr9	95085445	95085541	+	ENSG00000207864	microRNA 27b [Source:HGNC Symbol;Acc:HGNC:31614]	MIR27B	hsa-mir-27b
chr9	95086014	95086094	-	ENSG00000207617	microRNA 3074 [Source:HGNC Symbol;Acc:HGNC:38268]	MIR3074	hsa-mir-3074
chr9	95086021	95086088	+	ENSG00000284459	microRNA 24-1 [Source:HGNC Symbol;Acc:HGNC:31607]	MIR24-1	hsa-mir-24-1
chr9	97363554	97363681	-	ENSG00000221269	microRNA 1302-8 [Source:HGNC Symbol;Acc:HGNC:35300]	MIR1302-8	hsa-mir-1302-8
chr9	98229149	98229217	-	ENSG00000278412	microRNA 6854 [Source:HGNC Symbol;Acc:HGNC:50084]	MIR6854	hsa-mir-6854
chr9	106600928	106601022	+	ENSG00000277889	microRNA 8081 [Source:HGNC Symbol;Acc:HGNC:50123]	MIR8081	hsa-mir-8081
chr9	109046229	109046298	-	ENSG00000207698	microRNA 32 [Source:HGNC Symbol;Acc:HGNC:31631]	MIR32	hsa-mir-32
chr9	109511475	109511545	-	ENSG00000263861	microRNA 3927 [Source:HGNC Symbol;Acc:HGNC:38901]	MIR3927	hsa-mir-3927
chr9	111271156	111271214	-	ENSG00000274263	microRNA 7702 [Source:HGNC Symbol;Acc:HGNC:50216]	MIR7702	hsa-mir-7702
chr9	111932100	111932169	+	ENSG00000266315	microRNA 4668 [Source:HGNC Symbol;Acc:HGNC:41545]	MIR4668	hsa-mir-4668
chr9	114209434	114209529	+	ENSG00000207726	microRNA 455 [Source:HGNC Symbol;Acc:HGNC:32344]	MIR455	hsa-mir-455
chr9	120244979	120245050	-	ENSG00000207814	microRNA 147a [Source:HGNC Symbol;Acc:HGNC:31534]	MIR147A	hsa-mir-147a
chr9	122120082	122120167	-	ENSG00000266583	microRNA 4478 [Source:HGNC Symbol;Acc:HGNC:41759]	MIR4478	hsa-mir-4478
chr9	123111546	123111643	-	ENSG00000283941	microRNA 600 [Source:HGNC Symbol;Acc:HGNC:32856]	MIR600	hsa-mir-600
chr9	123402525	123402603	-	ENSG00000207991	microRNA 601 [Source:HGNC Symbol;Acc:HGNC:32857]	MIR601	hsa-mir-601
chr9	123485529	123485622	-	ENSG00000274932	microRNA 7150 [Source:HGNC Symbol;Acc:HGNC:49982]	MIR7150	hsa-mir-7150
chr9	124692442	124692551	+	ENSG00000207595	microRNA 181a-2 [Source:HGNC Symbol;Acc:HGNC:31549]	MIR181A2	hsa-mir-181a-2
chr9	124693710	124693798	+	ENSG00000207737	microRNA 181b-2 [Source:HGNC Symbol;Acc:HGNC:31551]	MIR181B2	hsa-mir-181b-2
chr9	127690687	127690795	-	ENSG00000283874	microRNA 3911 [Source:HGNC Symbol;Acc:HGNC:38962]	MIR3911	hsa-mir-3911
chr9	127785833	127785923	+	ENSG00000283863	microRNA 3960 [Source:HGNC Symbol;Acc:HGNC:41595]	MIR3960	hsa-mir-3960
chr9	127785918	127786007	+	ENSG00000284547	microRNA 2861 [Source:HGNC Symbol;Acc:HGNC:38221]	MIR2861	hsa-mir-2861
chr9	127869415	127869495	-	ENSG00000263979	microRNA 4672 [Source:HGNC Symbol;Acc:HGNC:41662]	MIR4672	hsa-mir-4672
chr9	128244721	128244830	-	ENSG00000207581	microRNA 199b [Source:HGNC Symbol;Acc:HGNC:31573]	MIR199B	hsa-mir-199b
chr9	128244947	128245030	-	ENSG00000264823	microRNA 3154 [Source:HGNC Symbol;Acc:HGNC:38176]	MIR3154	hsa-mir-3154
chr9	128392621	128392708	+	ENSG00000283335	microRNA 219b [Source:HGNC Symbol;Acc:HGNC:41823]	MIR219B	hsa-mir-219b
chr9	129869605	129869671	+	ENSG00000276124	microRNA 6855 [Source:HGNC Symbol;Acc:HGNC:50061]	MIR6855	hsa-mir-6855
chr9	130626297	130626363	+	ENSG00000277713	microRNA 6856 [Source:HGNC Symbol;Acc:HGNC:50242]	MIR6856	hsa-mir-6856
chr9	132945707	132945771	+	ENSG00000263816	microRNA 548aw [Source:HGNC Symbol;Acc:HGNC:43454]	MIR548AW	hsa-mir-548aw
chr9	133051996	133052059	+	ENSG00000273932	microRNA 6877 [Source:HGNC Symbol;Acc:HGNC:50205]	MIR6877	hsa-mir-6877
chr9	134379411	134379472	+	ENSG00000263897	microRNA 4669 [Source:HGNC Symbol;Acc:HGNC:41558]	MIR4669	hsa-mir-4669
chr9	134849298	134849369	-	ENSG00000264744	microRNA 3689c [Source:HGNC Symbol;Acc:HGNC:41816]	MIR3689C	hsa-mir-3689c
chr9	134849487	134849564	-	ENSG00000265872	microRNA 3689a [Source:HGNC Symbol;Acc:HGNC:38904]	MIR3689A	hsa-mir-3689a
chr9	134849609	134849682	-	ENSG00000265848	microRNA 3689d-1 [Source:HGNC Symbol;Acc:HGNC:41621]	MIR3689D1	hsa-mir-3689d-1
chr9	134850125	134850272	-	ENSG00000264163	microRNA 3689b [Source:HGNC Symbol;Acc:HGNC:38924]	MIR3689B	hsa-mir-3689b
chr9	134850277	134850356	-	ENSG00000264136	microRNA 3689d-2 [Source:HGNC Symbol;Acc:HGNC:41846]	MIR3689D2	hsa-mir-3689d-2
chr9	134850570	134850641	-	ENSG00000266827	microRNA 3689e [Source:HGNC Symbol;Acc:HGNC:41887]	MIR3689E	hsa-mir-3689e
chr9	134850742	134850807	-	ENSG00000266514	microRNA 3689f [Source:HGNC Symbol;Acc:HGNC:41702]	MIR3689F	hsa-mir-3689f
chr9	136519568	136519626	-	ENSG00000263403	microRNA 4673 [Source:HGNC Symbol;Acc:HGNC:41574]	MIR4673	hsa-mir-4673
chr9	136546173	136546259	-	ENSG00000265181	microRNA 4674 [Source:HGNC Symbol;Acc:HGNC:41729]	MIR4674	hsa-mir-4674
chr9	136670602	136670686	+	ENSG00000199161	microRNA 126 [Source:HGNC Symbol;Acc:HGNC:31508]	MIR126	hsa-mir-126
chr9	136746893	136746970	-	ENSG00000278756	microRNA 6722 [Source:HGNC Symbol;Acc:HGNC:49927]	MIR6722	hsa-mir-6722
chr9	136830957	136831023	+	ENSG00000265806	microRNA 4292 [Source:HGNC Symbol;Acc:HGNC:38348]	MIR4292	hsa-mir-4292
chr9	136886733	136886803	+	ENSG00000266507	microRNA 4479 [Source:HGNC Symbol;Acc:HGNC:41767]	MIR4479	hsa-mir-4479
chr9	137169186	137169270	-	ENSG00000263697	microRNA 3621 [Source:HGNC Symbol;Acc:HGNC:38930]	MIR3621	hsa-mir-3621
chr9	137450026	137450086	-	ENSG00000284317	microRNA 7114 [Source:HGNC Symbol;Acc:HGNC:50157]	MIR7114	hsa-mir-7114
chr9	137838419	137838516	+	ENSG00000207693	microRNA 602 [Source:HGNC Symbol;Acc:HGNC:32858]	MIR602	hsa-mir-602
chrX	6383906	6383963	-	ENSG00000265284	microRNA 4770 [Source:HGNC Symbol;Acc:HGNC:41542]	MIR4770	hsa-mir-4770
chrX	7147860	7147937	+	ENSG00000264268	microRNA 4767 [Source:HGNC Symbol;Acc:HGNC:41548]	MIR4767	hsa-mir-4767
chrX	8126965	8127061	+	ENSG00000207628	microRNA 651 [Source:HGNC Symbol;Acc:HGNC:32907]	MIR651	hsa-mir-651
chrX	11318614	11318686	-	ENSG00000263652	microRNA 548ax [Source:HGNC Symbol;Acc:HGNC:43528]	MIR548AX	hsa-mir-548ax
chrX	13590292	13590346	+	ENSG00000283493	microRNA 6086 [Source:HGNC Symbol;Acc:HGNC:49986]	MIR6086	hsa-mir-6086
chrX	16627012	16627085	-	ENSG00000265144	microRNA 548am [Source:HGNC Symbol;Acc:HGNC:41637]	MIR548AM	hsa-mir-548am
chrX	17425881	17425954	+	ENSG00000265465	microRNA 4768 [Source:HGNC Symbol;Acc:HGNC:41592]	MIR4768	hsa-mir-4768
chrX	20017088	20017187	-	ENSG00000264566	microRNA 23c [Source:HGNC Symbol;Acc:HGNC:38913]	MIR23C	hsa-mir-23c
chrX	28495555	28495663	-	ENSG00000277569	microRNA 6134 [Source:HGNC Symbol;Acc:HGNC:49951]	MIR6134	hsa-mir-6134
chrX	29574278	29574358	+	ENSG00000264090	microRNA 4666b [Source:HGNC Symbol;Acc:HGNC:43486]	MIR4666B	hsa-mir-4666b
chrX	32583656	32583752	-	ENSG00000263600	microRNA 3915 [Source:HGNC Symbol;Acc:HGNC:38955]	MIR3915	hsa-mir-3915
chrX	32641474	32641559	-	ENSG00000221348	microRNA 548f-5 [Source:HGNC Symbol;Acc:HGNC:35309]	MIR548F5	hsa-mir-548f-5
chrX	38023895	38023986	-	ENSG00000221466	microRNA 548aj-2 [Source:HGNC Symbol;Acc:HGNC:41600]	MIR548AJ2	hsa-mir-548aj-2
chrX	39661216	39661321	+	ENSG00000263730	microRNA 3937 [Source:HGNC Symbol;Acc:HGNC:38970]	MIR3937	hsa-mir-3937
chrX	39837561	39837613	+	ENSG00000263972	microRNA 1587 [Source:HGNC Symbol;Acc:HGNC:41596]	MIR1587	hsa-mir-1587
chrX	45746157	45746266	-	ENSG00000207870	microRNA 221 [Source:HGNC Symbol;Acc:HGNC:31601]	MIR221	hsa-mir-221
chrX	45747015	45747124	-	ENSG00000207725	microRNA 222 [Source:HGNC Symbol;Acc:HGNC:31602]	MIR222	hsa-mir-222
chrX	47587429	47587505	+	ENSG00000263858	microRNA 4769 [Source:HGNC Symbol;Acc:HGNC:41694]	MIR4769	hsa-mir-4769
chrX	50003148	50003238	+	ENSG00000207758	microRNA 532 [Source:HGNC Symbol;Acc:HGNC:32795]	MIR532	hsa-mir-532
chrX	50003503	50003588	+	ENSG00000207768	microRNA 188 [Source:HGNC Symbol;Acc:HGNC:31559]	MIR188	hsa-mir-188
chrX	50008431	50008514	+	ENSG00000207785	microRNA 500a [Source:HGNC Symbol;Acc:HGNC:32134]	MIR500A	hsa-mir-500a
chrX	50008964	50009028	+	ENSG00000208015	microRNA 362 [Source:HGNC Symbol;Acc:HGNC:32022]	MIR362	hsa-mir-362
chrX	50009722	50009805	+	ENSG00000211538	microRNA 501 [Source:HGNC Symbol;Acc:HGNC:32135]	MIR501	hsa-mir-501
chrX	50010672	50010750	+	ENSG00000239057	microRNA 500b [Source:HGNC Symbol;Acc:HGNC:38223]	MIR500B	hsa-mir-500b
chrX	50013241	50013337	+	ENSG00000207970	microRNA 660 [Source:HGNC Symbol;Acc:HGNC:32916]	MIR660	hsa-mir-660
chrX	50014598	50014683	+	ENSG00000272080	microRNA 502 [Source:HGNC Symbol;Acc:HGNC:32136]	MIR502	hsa-mir-502
chrX	52336557	52336642	-	ENSG00000275335	microRNA 8088 [Source:HGNC Symbol;Acc:HGNC:50167]	MIR8088	hsa-mir-8088
chrX	53195411	53195488	-	ENSG00000276575	microRNA 6895 [Source:HGNC Symbol;Acc:HGNC:50210]	MIR6895	hsa-mir-6895
chrX	53198889	53198945	-	ENSG00000277474	microRNA 6894 [Source:HGNC Symbol;Acc:HGNC:49938]	MIR6894	hsa-mir-6894
chrX	53405673	53405765	-	ENSG00000278204	microRNA 6857 [Source:HGNC Symbol;Acc:HGNC:50263]	MIR6857	hsa-mir-6857
chrX	53556223	53556341	-	ENSG00000271886	microRNA 98 [Source:HGNC Symbol;Acc:HGNC:31649]	MIR98	hsa-mir-98
chrX	53557192	53557274	-	ENSG00000208012	microRNA let-7f-2 [Source:HGNC Symbol;Acc:HGNC:31484]	MIRLET7F2	hsa-let-7f-2
chrX	63786002	63786087	-	ENSG00000222532	microRNA 1468 [Source:HGNC Symbol;Acc:HGNC:35250]	MIR1468	hsa-mir-1468
chrX	66018870	66018979	+	ENSG00000284567	microRNA 223 [Source:HGNC Symbol;Acc:HGNC:31603]	MIR223	hsa-mir-223
chrX	70022857	70022923	+	ENSG00000211991	microRNA 676 [Source:HGNC Symbol;Acc:HGNC:38880]	MIR676	hsa-mir-676
chrX	74218377	74218461	-	ENSG00000202566	microRNA 421 [Source:HGNC Symbol;Acc:HGNC:32793]	MIR421	hsa-mir-421
chrX	74218549	74218618	+	ENSG00000283534	microRNA 374c [Source:HGNC Symbol;Acc:HGNC:38907]	MIR374C	hsa-mir-374c
chrX	74287104	74287209	-	ENSG00000207820	microRNA 545 [Source:HGNC Symbol;Acc:HGNC:32531]	MIR545	hsa-mir-545
chrX	74287286	74287357	-	ENSG00000199168	microRNA 374a [Source:HGNC Symbol;Acc:HGNC:31788]	MIR374A	hsa-mir-374a
chrX	76919273	76919360	-	ENSG00000283242	microRNA 384 [Source:HGNC Symbol;Acc:HGNC:31878]	MIR384	hsa-mir-384
chrX	77005404	77005501	-	ENSG00000207995	microRNA 325 [Source:HGNC Symbol;Acc:HGNC:31768]	MIR325	hsa-mir-325
chrX	78901194	78901249	-	ENSG00000283622	microRNA 4328 [Source:HGNC Symbol;Acc:HGNC:38280]	MIR4328	hsa-mir-4328
chrX	84225752	84225828	-	ENSG00000221494	microRNA 548i-4 [Source:HGNC Symbol;Acc:HGNC:35355]	MIR548I4	hsa-mir-548i-4
chrX	85835780	85835858	+	ENSG00000283435	microRNA 1321 [Source:HGNC Symbol;Acc:HGNC:35373]	MIR1321	hsa-mir-1321
chrX	85903636	85903707	-	ENSG00000199051	microRNA 361 [Source:HGNC Symbol;Acc:HGNC:31867]	MIR361	hsa-mir-361
chrX	95063141	95063226	-	ENSG00000221187	microRNA 548m [Source:HGNC Symbol;Acc:HGNC:35331]	MIR548M	hsa-mir-548m
chrX	106639814	106639896	+	ENSG00000263515	microRNA 548an [Source:HGNC Symbol;Acc:HGNC:41681]	MIR548AN	hsa-mir-548an
chrX	109054542	109054590	+	ENSG00000275110	microRNA 6087 [Source:HGNC Symbol;Acc:HGNC:50045]	MIR6087	hsa-mir-6087
chrX	110055329	110055426	+	ENSG00000208013	microRNA 652 [Source:HGNC Symbol;Acc:HGNC:32908]	MIR652	hsa-mir-652
chrX	110082118	110082218	+	ENSG00000265584	microRNA 3978 [Source:HGNC Symbol;Acc:HGNC:41630]	MIR3978	hsa-mir-3978
chrX	112780718	112780788	-	ENSG00000283775	microRNA 4329 [Source:HGNC Symbol;Acc:HGNC:38290]	MIR4329	hsa-mir-4329
chrX	114639435	114639519	+	ENSG00000212100	microRNA 764 [Source:HGNC Symbol;Acc:HGNC:37306]	MIR764	hsa-mir-764
chrX	114651544	114651623	+	ENSG00000222321	microRNA 1912 [Source:HGNC Symbol;Acc:HGNC:35396]	MIR1912	hsa-mir-1912
chrX	114652655	114652723	+	ENSG00000276158	microRNA 1264 [Source:HGNC Symbol;Acc:HGNC:35246]	MIR1264	hsa-mir-1264
chrX	114715233	114715344	+	ENSG00000221710	microRNA 1298 [Source:HGNC Symbol;Acc:HGNC:35258]	MIR1298	hsa-mir-1298
chrX	114763184	114763263	+	ENSG00000222715	microRNA 1911 [Source:HGNC Symbol;Acc:HGNC:35395]	MIR1911	hsa-mir-1911
chrX	114823454	114823564	+	ENSG00000199001	microRNA 448 [Source:HGNC Symbol;Acc:HGNC:26069]	MIR448	hsa-mir-448
chrX	118386394	118386471	+	ENSG00000221463	microRNA 1277 [Source:HGNC Symbol;Acc:HGNC:35350]	MIR1277	hsa-mir-1277
chrX	119646738	119646848	-	ENSG00000211578	microRNA 766 [Source:HGNC Symbol;Acc:HGNC:33139]	MIR766	hsa-mir-766
chrX	121370972	121371053	+	ENSG00000265456	microRNA 3672 [Source:HGNC Symbol;Acc:HGNC:38957]	MIR3672	hsa-mir-3672
chrX	134169378	134169452	-	ENSG00000284499	microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023]	MIR363	hsa-mir-363
chrX	134169538	134169612	-	ENSG00000284538	microRNA 92a-2 [Source:HGNC Symbol;Acc:HGNC:31644]	MIR92A2	hsa-mir-92a-2
chrX	134169671	134169766	-	ENSG00000284107	microRNA 19b-2 [Source:HGNC Symbol;Acc:HGNC:31576]	MIR19B2	hsa-mir-19b-2
chrX	134169809	134169877	-	ENSG00000284043	microRNA 20b [Source:HGNC Symbol;Acc:HGNC:32024]	MIR20B	hsa-mir-20b
chrX	134170041	134170111	-	ENSG00000283931	microRNA 18b [Source:HGNC Symbol;Acc:HGNC:32025]	MIR18B	hsa-mir-18b
chrX	134170198	134170278	-	ENSG00000284157	microRNA 106a [Source:HGNC Symbol;Acc:HGNC:31494]	MIR106A	hsa-mir-106a
chrX	134540185	134540262	-	ENSG00000216001	microRNA 450b [Source:HGNC Symbol;Acc:HGNC:33642]	MIR450B	hsa-mir-450b
